,PS:AL KHABOURAH 01,,,,,,,
Time,KHBR01_K_LN01_Q0_Y_PH_I,KHBR01_K_LN02_Q0_Y_PH_I,KHBR01_K_LN03_Q0_Y_PH_I,KHBR01_K_LN04_Q0_Y_PH_I,KHBR01_K_LN05_Q0_Y_PH_I,KHBR01_K_LN06_Q0_Y_PH_I,KHBR01_K_LN07_Q0_Y_PH_I,KHBR01_K_LN08_Q0_Y_PH_I
,,,,,,,,
2025-05-19 09,,132.53,92.19,5.23,59.56,100.62,90.75,88.06
2025-05-19 10,138.67,,98.37,,62.30,105.41,97.01,
2025-05-19 11,,134.84,100.05,4.86,62.24,111.07,98.41,92.74
2025-05-19 12,152.98,153.01,97.75,5.04,62.39,115.76,88.03,107.20
2025-05-19 13,181.27,162.56,90.15,5.84,62.98,119.26,,133.64
2025-05-19 14,196.75,155.98,87.00,7.30,64.37,143.46,91.44,144.10
2025-05-19 15,204.40,146.65,,6.78,,141.88,87.73,149.14
2025-05-19 16,179.26,136.07,95.67,,68.73,136.68,78.50,129.59
2025-05-19 17,149.35,121.10,90.65,5.41,,118.82,76.73,105.06
2025-05-19 18,,,,4.76,66.15,,73.52,
2025-05-19 19,162.63,130.17,100.30,4.86,63.74,127.14,,116.01
2025-05-19 20,163.67,,96.24,,,130.26,72.72,118.74
2025-05-19 21,161.55,129.79,92.58,6.77,62.16,125.72,,123.14
2025-05-19 22,173.53,136.98,89.39,,57.72,,72.98,127.90
2025-05-19 23,,138.77,84.04,7.34,53.91,137.29,,138.61
2025-05-20 00,175.10,135.36,76.51,8.58,34.41,137.82,68.89,131.46
2025-05-20 01,167.15,132.97,71.46,,,132.09,61.07,128.13
2025-05-20 02,,131.90,66.17,8.10,37.38,,,126.86
2025-05-20 03,169.77,,64.76,7.88,38.73,133.60,57.60,
2025-05-20 04,158.41,133.75,63.75,8.38,37.31,121.75,58.67,128.22
2025-05-20 05,142.65,122.01,55.20,6.08,,105.52,57.92,108.71
2025-05-20 06,133.60,,,,36.51,94.28,70.56,95.91
2025-05-20 07,,121.73,59.93,5.43,37.94,,80.22,94.63
2025-05-20 08,132.46,127.62,71.93,5.05,60.24,94.22,86.17,
2025-05-20 09,,132.57,93.67,5.93,,99.04,92.33,96.16
2025-05-20 10,145.87,135.49,97.90,5.35,61.10,103.38,97.40,
2025-05-20 11,,142.49,101.69,5.16,64.70,110.64,98.62,98.88
2025-05-20 12,167.09,160.38,103.30,,66.35,122.98,,116.59
2025-05-20 13,184.86,161.33,93.46,6.49,65.89,123.78,88.63,144.88
2025-05-20 14,200.56,158.36,93.24,7.35,64.40,152.64,93.96,
2025-05-20 15,200.13,154.53,,6.61,67.84,144.92,84.04,148.80
2025-05-20 16,166.90,138.78,100.13,6.20,67.41,130.46,82.18,125.37
2025-05-20 17,147.59,123.89,94.28,,65.28,115.67,76.95,103.83
2025-05-20 18,,,,4.92,63.69,,,
2025-05-20 19,167.01,134.68,104.23,5.98,,120.00,79.84,124.47
2025-05-20 20,172.24,135.42,98.28,5.17,66.92,127.31,76.03,122.13
2025-05-20 21,,,,,65.96,,,
2025-05-20 22,173.20,136.85,99.25,6.23,61.19,134.84,79.95,129.80
2025-05-20 23,177.78,141.74,82.01,7.32,49.09,135.01,74.18,136.82
2025-05-21 00,177.31,,74.65,8.12,35.61,140.16,68.41,133.34
2025-05-21 01,172.67,137.39,69.61,7.97,38.22,133.83,64.41,127.04
2025-05-21 02,167.12,133.80,67.02,7.94,38.92,,,124.56
2025-05-21 03,164.01,130.95,65.35,,39.36,132.13,61.51,122.98
2025-05-21 04,156.54,124.68,61.86,7.98,,119.76,57.31,117.09
2025-05-21 05,145.73,122.11,58.92,7.28,39.11,103.38,,107.66
2025-05-21 06,131.72,,,,36.45,97.90,69.99,99.61
2025-05-21 07,132.22,125.81,58.26,6.15,,96.32,82.88,99.13
2025-05-21 08,,130.48,78.69,,57.03,,84.26,103.03
2025-05-21 09,137.10,134.61,96.02,5.54,59.30,106.44,,100.70
2025-05-21 10,148.00,137.41,102.04,6.01,59.74,111.41,86.71,
2025-05-21 11,146.37,143.28,,5.99,59.43,117.62,84.09,109.14
2025-05-21 12,169.09,151.97,103.41,,58.57,131.28,77.08,124.71
2025-05-21 13,189.07,160.88,94.50,6.53,,,,143.44
2025-05-21 14,201.22,,,6.31,61.92,141.80,77.68,
2025-05-21 15,195.92,151.84,94.27,6.36,,135.25,71.77,146.62
2025-05-21 16,168.08,137.42,97.66,6.08,62.17,128.56,72.78,125.94
2025-05-21 17,146.28,119.37,92.10,4.09,65.03,115.89,68.06,95.03
2025-05-21 18,,,,,64.35,,,
2025-05-21 19,164.49,136.05,97.80,5.08,65.60,121.62,73.86,124.30
2025-05-21 20,164.04,139.14,104.80,6.18,64.75,127.26,76.23,
2025-05-21 21,,134.65,98.51,7.37,62.89,127.04,76.48,122.44
2025-05-21 22,173.18,,90.21,6.89,61.99,,75.31,127.24
2025-05-21 23,176.61,137.64,83.15,,47.87,137.26,72.29,136.54
2025-05-22 00,175.54,144.15,73.07,8.36,,137.57,,133.67
2025-05-22 01,173.43,137.79,72.06,9.11,42.38,,70.74,130.89
2025-05-22 02,,135.11,66.45,8.12,,130.26,62.42,127.99
2025-05-22 03,170.29,,64.84,8.19,41.85,131.84,,123.07
2025-05-22 04,156.66,134.29,60.88,7.81,37.21,123.75,59.64,121.29
2025-05-22 05,146.70,,55.83,7.32,32.93,103.99,,106.70
2025-05-22 06,145.79,131.78,,6.24,,99.23,67.50,
2025-05-22 07,,,59.49,5.52,38.18,,75.05,104.02
2025-05-22 08,150.72,135.42,72.31,,67.00,98.02,82.56,106.28
2025-05-22 09,,143.97,95.53,5.87,69.88,107.73,85.52,105.21
2025-05-22 10,164.89,147.28,103.13,,69.36,116.99,90.37,107.22
2025-05-22 11,,151.53,109.37,6.49,69.47,125.22,,114.15
2025-05-22 12,175.25,171.80,106.10,,72.70,131.86,83.57,126.07
2025-05-22 13,191.26,,100.90,6.23,,,73.30,141.76
2025-05-22 14,204.41,170.87,98.85,8.85,72.91,145.46,,157.29
2025-05-22 15,191.08,155.81,,7.88,69.35,139.18,75.22,156.76
2025-05-22 16,163.76,140.32,102.37,6.61,,124.63,74.55,133.67
2025-05-22 17,141.44,121.40,99.77,,67.15,117.70,79.05,101.91
2025-05-22 18,,,,4.61,,,,
2025-05-22 19,161.75,136.66,105.24,5.95,69.39,129.70,76.22,126.01
2025-05-22 20,167.61,132.51,109.43,,70.15,,76.64,
2025-05-22 21,,,106.29,6.28,66.84,127.74,,118.41
2025-05-22 22,161.71,130.27,103.03,7.56,63.50,128.66,78.75,126.01
2025-05-22 23,180.53,140.86,95.50,7.56,61.51,130.11,78.12,139.62
2025-05-23 00,182.12,148.48,84.30,8.48,40.48,139.43,,136.16
2025-05-23 01,170.44,143.68,77.84,8.06,,139.94,71.24,
2025-05-23 02,167.72,138.45,72.78,7.88,41.35,138.98,64.19,134.05
2025-05-23 03,170.97,139.46,,,42.54,139.74,,137.01
2025-05-23 04,161.87,136.48,70.15,8.13,,129.75,64.19,129.10
2025-05-23 05,150.84,,,7.44,38.22,113.94,59.21,117.34
2025-05-23 06,,126.10,62.99,,36.68,111.85,,
2025-05-23 07,144.97,129.69,67.63,7.12,43.92,,58.54,116.52
2025-05-23 08,146.30,135.09,81.13,6.23,58.67,110.35,60.91,121.38
2025-05-23 09,148.10,134.60,102.53,6.14,64.25,113.68,73.41,122.98
2025-05-23 10,149.70,,,,64.18,119.61,69.70,
2025-05-23 11,155.07,139.00,102.25,7.06,61.41,126.19,64.88,131.17
2025-05-23 12,161.92,,,,63.28,,,
2025-05-23 13,188.62,152.07,102.24,7.15,,148.04,68.00,140.32
2025-05-23 14,196.60,168.13,,9.02,64.69,153.23,74.15,154.72
2025-05-23 15,199.56,164.26,98.95,7.53,65.23,157.05,,154.43
2025-05-23 16,166.09,144.20,111.80,6.64,67.43,137.89,77.30,135.96
2025-05-23 17,150.74,132.76,106.03,,65.10,116.96,74.62,103.11
2025-05-23 18,,,,4.20,,,,
2025-05-23 19,159.38,145.19,111.83,6.14,65.09,132.28,80.42,125.47
2025-05-23 20,162.11,,113.41,,67.34,128.96,81.40,
2025-05-23 21,,142.39,106.48,6.94,65.60,128.59,,119.11
2025-05-23 22,174.48,143.68,104.02,7.62,61.03,,75.82,126.71
2025-05-23 23,,151.18,93.39,7.81,52.55,133.44,79.19,140.94
2025-05-24 00,180.86,,83.44,,41.97,143.25,69.96,141.51
2025-05-24 01,176.11,146.99,78.46,8.14,41.54,141.48,65.92,143.24
2025-05-24 02,,,74.29,8.16,,,,
2025-05-24 03,174.31,147.24,73.14,8.45,43.14,138.35,65.52,136.91
2025-05-24 04,161.97,141.70,69.14,8.19,,126.16,63.46,131.14
2025-05-24 05,149.13,,,,38.75,109.57,,117.82
2025-05-24 06,,127.99,64.12,7.91,,,59.71,114.15
2025-05-24 07,148.13,131.94,,6.77,39.85,99.13,,
2025-05-24 08,,,77.30,,62.11,100.65,63.01,118.67
2025-05-24 09,157.08,133.76,96.49,6.42,66.13,113.68,87.12,123.15
2025-05-24 10,,136.25,105.56,6.18,69.91,123.56,85.07,
2025-05-24 11,162.50,138.02,110.79,,,127.07,91.60,131.94
2025-05-24 12,176.64,147.11,,6.80,68.12,138.32,88.25,139.56
2025-05-24 13,191.89,157.61,110.16,7.06,,,,152.61
2025-05-24 14,197.42,163.85,102.00,7.49,69.63,150.88,79.92,162.02
2025-05-24 15,199.49,159.59,,5.52,69.07,147.31,80.13,164.14
2025-05-24 16,166.59,143.84,106.40,4.92,70.87,130.54,82.90,136.87
2025-05-24 17,143.06,119.98,98.00,4.64,68.85,116.08,,104.10
2025-05-24 18,,,,,,,75.35,
2025-05-24 19,167.72,140.57,110.73,6.33,68.15,125.45,76.82,129.95
2025-05-24 20,169.24,138.71,106.48,,71.08,128.11,,126.82
2025-05-24 21,166.49,,,6.34,63.08,,77.26,
2025-05-24 22,,137.20,100.48,7.05,61.58,129.20,75.94,129.23
2025-05-24 23,170.94,140.15,91.04,7.72,59.20,136.32,,135.75
2025-05-25 00,177.75,145.38,76.19,8.83,38.78,140.84,71.52,132.19
2025-05-25 01,173.15,,73.14,8.19,,138.43,67.68,
2025-05-25 02,170.34,135.90,70.43,7.87,42.07,136.29,61.16,130.89
2025-05-25 03,168.80,135.21,66.99,,44.02,134.21,62.35,128.60
2025-05-25 04,161.40,134.18,63.88,8.44,41.71,127.64,58.74,120.56
2025-05-25 05,146.84,,58.99,8.19,39.95,113.72,,107.16
2025-05-25 06,,130.73,61.85,6.37,42.36,,69.28,
2025-05-25 07,147.68,142.90,,6.04,,104.75,76.26,107.92
2025-05-25 08,150.24,,76.53,5.86,52.75,105.77,85.23,106.94
2025-05-25 09,151.78,146.48,98.66,,54.54,123.29,91.01,108.94
2025-05-25 10,157.97,148.88,104.84,6.20,56.97,,96.83,111.67
2025-05-25 11,161.10,154.00,108.70,6.55,,130.07,98.98,117.18
2025-05-25 12,179.61,162.97,108.24,6.15,80.83,136.24,84.55,125.95
2025-05-25 13,191.46,170.15,94.85,6.94,,140.63,77.83,135.18
2025-05-25 14,207.39,163.75,,8.03,78.96,154.00,,148.57
2025-05-25 15,202.64,151.81,92.54,7.38,75.11,146.48,79.87,151.34
2025-05-25 16,178.15,142.18,103.86,,71.30,135.46,,131.30
2025-05-25 17,159.51,126.95,98.28,6.69,75.56,125.57,81.23,107.77
2025-05-25 18,,,,6.05,72.88,,,
2025-05-25 19,174.16,144.98,108.87,6.96,,134.07,79.19,131.88
2025-05-25 20,,,104.73,,73.46,138.14,81.18,131.02
2025-05-25 21,172.83,143.85,102.67,6.99,71.65,142.18,,
2025-05-25 22,182.80,147.03,97.46,7.02,66.04,139.82,79.08,139.66
2025-05-25 23,,,90.22,,48.37,,80.69,138.39
2025-05-26 00,180.86,148.56,,7.34,38.73,144.69,71.77,133.99
2025-05-26 01,175.66,140.82,80.73,7.79,,,67.62,131.11
2025-05-26 02,172.71,138.77,72.59,7.95,41.09,141.55,,127.52
2025-05-26 03,168.49,,69.57,,42.04,136.24,62.39,126.61
2025-05-26 04,161.33,135.99,67.81,8.00,39.89,127.93,62.19,120.56
2025-05-26 05,147.47,,64.31,6.56,40.02,118.16,,109.57
2025-05-26 06,150.72,137.88,,6.33,,,69.08,106.25
2025-05-26 07,153.65,141.69,67.34,,56.79,111.01,73.16,105.68
2025-05-26 08,152.77,146.04,78.40,5.63,70.51,,77.89,
2025-05-26 09,,149.20,98.24,6.18,75.00,124.79,90.69,108.24
2025-05-26 10,162.60,154.25,104.87,5.54,72.92,,100.18,108.48
2025-05-26 11,166.21,,108.14,,,127.94,92.46,116.21
2025-05-26 12,183.29,161.26,103.71,5.32,75.44,134.16,79.18,125.10
2025-05-26 13,,170.87,95.17,6.61,76.51,,75.16,134.90
2025-05-26 14,195.20,156.61,,7.97,74.78,151.81,74.59,143.50
2025-05-26 15,186.25,150.01,92.35,6.71,76.34,145.99,,140.81
2025-05-26 16,159.01,137.57,103.04,5.45,76.95,134.36,74.58,124.53
2025-05-26 17,147.38,125.04,96.60,5.33,75.59,124.84,73.63,106.15
2025-05-26 18,,,,,75.09,,,
2025-05-26 19,166.63,143.47,105.28,5.64,,134.83,75.56,133.38
2025-05-26 20,177.99,,105.14,5.84,74.86,133.67,78.87,
2025-05-26 21,,144.41,103.70,,72.53,,,130.30
2025-05-26 22,183.87,,100.71,7.32,67.02,142.96,81.83,141.47
2025-05-26 23,,150.15,92.58,7.94,46.25,144.95,83.85,136.73
2025-05-27 00,183.16,147.57,79.47,,35.49,144.00,71.52,133.76
2025-05-27 01,176.07,141.83,77.90,8.73,,138.35,68.43,130.27
2025-05-27 02,172.84,,74.04,,37.37,,64.44,126.27
2025-05-27 03,167.60,138.84,69.33,8.28,38.83,135.39,,
2025-05-27 04,159.35,135.44,67.49,8.32,35.99,121.85,63.85,123.29
2025-05-27 05,142.74,128.40,60.43,6.96,35.48,105.81,,103.39
2025-05-27 06,,,,6.65,,,63.49,
2025-05-27 07,141.67,133.55,63.42,6.17,40.90,98.69,69.48,103.93
2025-05-27 08,146.55,140.35,76.06,,59.80,98.69,79.43,
2025-05-27 09,149.26,146.33,103.86,5.82,63.31,109.93,85.49,101.69
2025-05-27 10,155.78,,,5.54,54.95,121.35,95.17,104.97
2025-05-27 11,159.28,150.91,107.88,,,125.86,84.42,108.68
2025-05-27 12,169.21,156.69,109.96,6.80,61.29,132.65,81.10,118.60
2025-05-27 13,176.43,165.94,95.26,,,,,134.98
2025-05-27 14,190.10,157.17,95.15,8.32,66.21,146.71,71.87,144.89
2025-05-27 15,196.72,153.20,,6.99,64.03,142.23,76.09,145.93
2025-05-27 16,163.64,131.88,103.76,5.68,,125.26,75.28,119.90
2025-05-27 17,146.20,120.74,99.55,,65.76,115.79,77.42,99.75
2025-05-27 18,,,,5.96,68.06,,,
2025-05-27 19,155.22,134.49,100.93,5.79,66.49,117.65,71.31,120.08
2025-05-27 20,152.32,,,3.98,64.06,122.93,71.18,115.39
2025-05-27 21,,133.85,99.79,,60.78,,,
2025-05-27 22,155.65,,95.85,7.05,61.01,121.16,72.95,114.03
2025-05-27 23,171.64,137.32,84.69,6.83,50.69,126.29,66.80,124.38
2025-05-28 00,168.26,135.90,74.46,65.16,,125.45,64.48,125.19
2025-05-28 01,167.31,136.62,71.18,78.52,37.71,125.50,60.38,125.09
2025-05-28 02,161.83,128.98,66.65,73.11,36.75,123.81,,117.62
2025-05-28 03,157.08,,,72.70,,119.67,58.45,
2025-05-28 04,151.35,125.81,63.46,69.63,34.59,112.83,54.74,114.36
2025-05-28 05,,,,61.53,31.10,98.68,,98.91
2025-05-28 06,135.87,124.21,56.65,,,,61.12,
2025-05-28 07,,128.79,60.32,60.28,37.74,92.00,67.99,98.46
2025-05-28 08,141.48,139.47,73.80,57.91,52.79,95.50,86.21,99.29
2025-05-28 09,147.98,148.78,92.82,54.88,57.76,108.36,,
2025-05-28 10,,,100.29,,72.48,115.65,88.63,98.72
2025-05-28 11,151.00,145.60,100.81,55.29,,120.17,85.40,100.40
2025-05-28 12,161.49,159.78,100.02,62.61,74.39,127.20,77.71,112.01
2025-05-28 13,174.13,162.00,101.36,76.38,72.13,,,131.65
2025-05-28 14,191.42,158.41,92.16,85.58,,145.13,79.62,141.27
2025-05-28 15,198.89,155.48,,81.30,72.89,138.11,77.73,148.64
2025-05-28 16,164.01,138.02,98.68,70.67,,125.97,77.41,119.78
2025-05-28 17,145.26,119.64,92.87,55.40,68.66,114.23,74.20,101.44
2025-05-28 18,,,,,,,,
2025-05-28 19,149.83,132.79,97.90,61.44,67.25,111.68,70.15,110.61
2025-05-28 20,161.78,127.08,100.04,59.31,64.97,120.34,74.33,110.22
2025-05-28 21,158.88,,97.27,,62.61,,,
2025-05-28 22,160.70,126.19,89.64,58.73,55.84,114.44,70.11,121.54
2025-05-28 23,170.22,134.98,84.36,68.10,46.91,119.55,73.57,131.04
2025-05-29 00,168.51,134.16,73.45,74.97,38.97,125.66,65.03,
2025-05-29 01,160.64,,68.94,71.55,35.49,121.16,62.02,124.24
2025-05-29 02,161.37,130.11,66.08,71.12,34.62,120.82,,117.15
2025-05-29 03,156.04,127.02,,,35.32,116.53,58.96,113.28
2025-05-29 04,145.03,120.68,61.79,71.27,,108.90,56.11,108.30
2025-05-29 05,134.33,,55.59,61.10,33.28,96.21,,98.54
2025-05-29 06,133.26,118.38,,,32.87,89.14,64.38,
2025-05-29 07,,121.40,60.21,59.28,33.33,,66.32,100.52
2025-05-29 08,143.09,132.02,76.04,,60.44,92.65,73.22,
2025-05-29 09,,144.57,94.44,58.24,,105.22,78.25,105.84
2025-05-29 10,153.74,146.86,105.40,,65.47,110.73,81.89,
2025-05-29 11,156.50,152.57,,63.96,,113.50,85.54,104.32
2025-05-29 12,168.90,156.09,104.52,66.93,64.00,123.49,79.30,114.83
2025-05-29 13,178.23,163.94,94.68,76.85,63.84,,74.23,128.46
2025-05-29 14,194.25,159.48,,86.39,67.59,139.82,,141.16
2025-05-29 15,200.72,153.57,93.37,84.11,67.68,137.00,76.39,150.11
2025-05-29 16,174.59,141.04,94.81,68.24,68.85,125.26,,124.44
2025-05-29 17,154.88,125.35,102.60,52.96,66.64,110.73,78.30,101.62
2025-05-29 18,,,,,,,,
2025-05-29 19,156.91,132.94,103.96,61.95,69.11,116.20,72.37,110.73
2025-05-29 20,160.03,,101.50,58.42,68.53,125.22,72.35,111.19
2025-05-29 21,168.62,128.75,97.09,,61.73,123.12,69.38,
2025-05-29 22,168.40,,95.94,61.58,57.34,121.54,,114.41
2025-05-29 23,,134.55,85.40,70.77,50.25,123.46,72.51,126.83
2025-05-30 00,172.65,139.21,78.96,74.23,,127.21,69.35,127.05
2025-05-30 01,,141.96,76.54,77.24,37.65,130.70,68.19,125.19
2025-05-30 02,170.13,138.61,74.39,77.08,36.15,133.58,63.33,122.07
2025-05-30 03,166.35,135.02,69.01,75.75,35.93,127.80,,
2025-05-30 04,157.59,136.91,68.19,76.69,,121.24,64.84,121.18
2025-05-30 05,,127.46,62.67,64.82,31.22,105.09,58.92,108.48
2025-05-30 06,145.71,122.71,,,29.99,100.18,58.51,
2025-05-30 07,146.48,,62.92,66.18,32.34,,,105.11
2025-05-30 08,,129.75,79.69,70.65,51.80,101.33,65.83,116.15
2025-05-30 09,145.49,135.58,95.57,71.37,59.84,110.78,74.15,
2025-05-30 10,157.13,139.63,102.10,,60.68,114.92,75.81,120.39
2025-05-30 11,167.79,132.88,101.24,70.37,,114.51,71.00,124.09
2025-05-30 12,,,,,63.87,,,
2025-05-30 13,186.48,151.24,94.52,76.32,64.82,129.00,68.94,137.57
2025-05-30 14,198.10,158.41,95.85,79.40,66.99,152.66,80.29,158.49
2025-05-30 15,202.35,166.18,99.51,86.11,65.82,150.94,81.33,163.13
2025-05-30 16,173.44,143.22,109.40,70.78,,135.37,78.97,133.23
2025-05-30 17,149.95,121.40,101.33,56.63,69.07,116.96,72.47,97.68
2025-05-30 18,,,,,,,,
2025-05-30 19,157.36,137.88,109.53,63.34,65.73,120.91,72.92,120.94
2025-05-30 20,167.20,138.27,107.20,67.11,65.95,126.86,76.85,
2025-05-30 21,170.79,,,,63.02,,,118.63
2025-05-30 22,186.13,137.25,104.74,66.43,61.92,133.16,74.48,121.65
2025-05-30 23,185.51,150.58,95.13,74.71,48.12,138.35,77.87,133.70
2025-05-31 00,,155.67,,82.56,36.71,146.23,72.70,140.94
2025-05-31 01,191.04,151.35,83.98,83.34,,142.96,70.97,136.47
2025-05-31 02,182.15,146.56,75.98,,40.93,141.95,64.94,132.57
2025-05-31 03,174.66,,,78.80,39.30,137.22,,129.10
2025-05-31 04,165.67,145.04,70.20,78.75,,126.36,65.23,124.24
2025-05-31 05,151.72,,65.09,69.99,38.22,111.49,,112.01
2025-05-31 06,146.89,129.64,,,37.59,104.20,57.61,
2025-05-31 07,,135.28,66.27,66.30,,,60.53,113.19
2025-05-31 08,151.71,,82.50,69.60,59.91,106.28,70.55,116.18
2025-05-31 09,159.59,141.41,104.75,67.06,65.07,121.21,79.76,120.52
2025-05-31 10,166.38,141.88,111.43,,66.77,122.44,,
2025-05-31 11,166.78,147.54,,72.22,,125.15,78.65,127.07
